reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2K31I7P99TFKJ,B00005U2FA,Mike D. Hackney,"[0, 1]",I could not get this to work for me.  Would not fit any wine bottles.  Looked around and found a better one.,1.0,Not for me,1402272000,"06 9, 2014"
AR3WK033LUQ9P,B002RL9CTA,"Jesse Chapman ""waitreally""","[19, 19]","I'll keep this short and sweet. This is the worst construction I've ever witnessed. The lazy susan is held to the swiveling base with a screw. Guess what happens when you turn the lazy susan? That's right, it comes right off because it unscrews. Makes. No. Sense. It's terrible. I returned it immediately.",1.0,Absolutely terrible construction,1320192000,"11 2, 2011"
A2LSA5LBDM570P,B0000SW03C,N. Bergh,"[0, 0]","Update: I've purchased two of these fans. The first fan leaked oil within 3 weeks, the second fan leaked oil within 3 months.  While these fans are quiet and move a lot of air, they seem to be of very poor quality.  I have a comparable Vornado that is a much better fan, backed by Costco customer service.",1.0,2 fans - 2 fan motors that leak oil,1378857600,"09 11, 2013"
A1TKK55BZ2T8Y2,B000C21DKM,AryaStark,"[7, 8]","Worked at first, but after a few cleanings the non-stick properties are gone. And yes, I have tried everything from cooking spray to crisco, and I know how to pre-heat and bake properly. And I've tried the pan in two different ovens. It's simply no longer possible to bake anything in it without being ruined, and if I have to take the time to cut out little parchment circles every time, the convenience of the pan shape is kinda lost. Go with a different brand, or get egg rings depending on what you are making.",1.0,Non-stick surface isn't,1213574400,"06 16, 2008"
A3AZC8X0K1ID62,B00004X12T,T. M. Sowell,"[1, 1]","This was either a faulty electric knife or the product is poorly made.  It would go for a couple of seconds then stop, then go a couple for second or two.",1.0,Biggest Piece of you know what,1360195200,"02 7, 2013"
A3SGNV77P0S8SO,B000P7PXFK,Michelle,"[0, 0]","This corkscrew looks sturdy and nice, but it broke after a few uses. I now have an unopened bottle of wine with a screw stuck in the cork :) I can see at the break that it is just some kind of of cheap metal, it doesn't look like it is solid.",1.0,Broke After a Few Uses,1387324800,"12 18, 2013"
A322NTYHYMO6W9,B00008KIS9,"Joshua Powers ""Josh""","[5, 5]",I've come to not expect much from Oneida products and this set furthered that opinion. I've owned the set for about a year now and within a few weeks of moderate use and cleaning in the dishwasher all the pieces began to show signs of rust. I guess in the world of low cost / low quality products we've created for ourselves this is just another in the long line intended for landfill fodder.,1.0,Rusts way too easily,1275350400,"06 1, 2010"
A3GL3YDU9RE7IX,B0000CFLMC,RSCov,"[2, 2]","Critical piece missing...unusable as received.The ""set screw"", which also holds the two halves of this item together was missing.Nothing I have will fit it.  Looking for an RMA.",1.0,Progressive Cheese Slicer,1316995200,"09 26, 2011"
A138661XVOEOS3,B0047E0EII,Steve VanderMeer,"[35, 39]","It's pretty clear from the reviews here that Hutzler users are feeling pretty smug with their recent purchase of banana technology and consider themselves real banana afficianados. True banana connoisseurs however would laugh - LAUGH - at your sense of self-satisfaction. Anyone worth their plantains knows that the Hutzler 571 is so last century. Today's self-respecting banana enthusiast won't go anywhere without their Japanese Bento Box Banana Case. As a frequent rider of public transportation, I can tell you that when I whip out my Japanese Bento Box Banana Case on the bus, I command nothing but respect and awe. It's not uncommon for folks sitting nearby to ""give me a little space"" by moving to the other end of the bus. And who wouldn't? At 9"" long and made of very firm polypropylene, this is no toy. It's time to step up and get a REAL banana accessory. So next time you are out and about town with your Japanese Bento Box Banana Case, you can respond to the many inquiries and raised eyebrows you'll no doubt get, by confidently saying, ""No, it's a Japanese Bento Box Banana Case and as a matter of fact I AM happy to see you.""http://www.amazon.com/Banana-case/dp/B0063J5GAG/ref=sr_1_2?ie=UTF8&qid;=1359661940&sr;=8-2&keywords;=japanese+bento+banana+case",1.0,Yesterday's News,1364947200,"04 3, 2013"
A3TO3G6RW2UI0D,B009UWFCSY,JKS,"[0, 0]","Way to thin, doesn't stay in place would not recommend . Price is good. I prefer a heavy 100% cotton sheet",1.0,Very thin,1404950400,"07 10, 2014"
A2RVU8GR9NA346,B00005851Y,Steven,"[8, 10]","i used to use this whenever i was grilling a type of meat or vegetable, but it always burns them and leaves other parts uncooked if other pieces arent uniform in thickness. this is not grilling because the heat is only transfered from those protruding grill lines which burn anything your cooking to simulate grill marks. all my marinades burn and get stuck to the grill. you definatly need to get a cooking spray because if you brush it on it will come right off. this is bad because i like to use olive oil, but even if you put it into a spray bottle it still likes to drip off. cleaning this unit is a chore because you cannot soak it, and it takes a bit of time to cool down before you can pick it up and go wash it in the sink. you also have to hold it at weird angles(upside down even) to avoid water getting into the unit especially the top half. the surface isnt really non stick and requires some scrubbing with a soft sponge. the bun warmer is useless, your better off having the grill open and placing you buns on that. the only thing that this thing does well in is make grilled sandwiches, the bread doesnt burn really but does get good marks if you butter it lightly.if does take out alot of the oils but also alot of the juices because everything is being pressed, it is not a time saver, if you have a decent stove at home use it, the cleaning time will be comparable and you wont get transfers of taste or burnt bits onto other dishes. also the teflon nonstick coating has been questionalbe as a carcinogen in studies.if you want something nonstick at a decent price get circulon, they make some decent cookware with also raised ridges that helps with reducing the amount of oil needed to cook.",1.0,bad nonstick coating,1165968000,"12 13, 2006"
A1LAAZUR8YFRW8,B0001YH1A2,"Barbara ""barbara11td""","[1, 5]","Since breaking my wrist, I can no longer open a jar without an opener.  I purchased several of these openers and they are terrible!  I cannot get the opener to fit the lip of the jar and they were a complete waste of money. Thankfully, I have an old one that works beautifully. Going to purchase a jar opener now and making sure it is not this brand.",1.0,Don't Waste Your Money,1375056000,"07 29, 2013"
A1RB01XW3Q0RCE,B00117TUJI,Mr. Six,"[7, 8]","I am a big fan of Alton Brown's ""Good Eats"" series. He uses these plunger style measuring cups and I wanted to as well. Overall, they are more trouble than they are worth. When you fill the cup, you pull the plunger down to the indicator line. If you are filling the whole two cups or such, this means you will have 90%+ of the plunger sticking out of the bottom and in your way. While in this position, the plunger often comes close to falling out and spilling everything. (I haven't had this happen, yet, but I fear it each time.)However, when you are measuring a gooey liquid like honey or ketchup this device is perfect. You get every perfectly measured drop out of the cup.Finally, this cup has way too many measurements on it. This is one time where you can have too much of a good thing. You can see it is COVERED in meaurements both U.S. and Metric and in both dry & wet volumes. This printing has not stood up to more than four runs through my dishwasher. Also, the plunger has become full of water and I can't figure out how to empty it out. Unless I can, I'll have to get rid of this as the water will become stagnant.Not as good as I hoped and I won't buy another.UPDATE - It's been a couple of weeks, since I wrote this review & I've had to throw this item away. The print washed off completely after a couple more washes.",1.0,Not dishwasher safe - works ok for gooey liquids,1373932800,"07 16, 2013"
A2MGDKHY1AFBYT,B005LEOG7I,Myles E.,"[0, 0]","Purchased a couple of sets of this to continue my bamboo themed kitchenware but found out shortly thereafter that good ol' fashioned flatware is not quite ready to be dethroned by the eco-friendly alternatives.The spoon and fork were not feasible to use with almost any dish that I had prepared. The spoon was far too shallow for any sort of spooning action to take place and didn't have any sort of drop down to boot. You essentially had to flat hand your liquid food to your mouth for it to work at all.The fork also had the same lack of angle on the head of it and was nigh impossible to use with anything aside from foods that could be speared and eaten, such as fruit.As far as the knife, at very first use, several of the serrated portions simply snapped off into my food.Overall, not a flatware solution and would strongly recommend not purchasing.",1.0,Too brittle and unshapely for my taste,1399939200,"05 13, 2014"
A2JZ1LA3IQIOIJ,B00383O2UU,MV,"[8, 10]","If you are using this for inside, this review does not pertain to you but if you are hoping to dry clothes outside, this rack is not a good choice. I've had it now for about five months and it continually rusts and ruins clothes and even my outdoor patio. I've tried to dip all the water out--doesn't work, water continues to leak literally for weeks after its wet.  All it needs is a little water to get inside the joints of the rack and it will rust.  Another problem with the rack is that the way it is set up, you cannot really angle the clothes so they are not sitting right behind one another so that it takes  along time for things to dry.",1.0,rusts and stains clothes,1367193600,"04 29, 2013"
A1A5AYEZ8N1039,B000ML1DNU,anonymous,"[3, 3]","Was so happy at first that I recommended it to my parents. It was light enough, seemingly powerful, was built very solidly (metal wants with strong latches), navigated great. I was really excited by this good value.  My husband used it all summer without comment. Then it was my turn to houseclean again. OY!!!!!!! JUNK. Bad reviews here are right on the money.-MOSTLY, it has a hard time picking anything up and spits most of it right back out. I noticed this with tiny, dried bread crumbs from the kitchen floor so imagine minuscule dust specs. It took me twice the time to vac the house and still had plenty left on the floor, including dust.-On bare floors, normal attachment leaves dust behind and the brush one tangles up human hair and any long thread till it won't spin.-Furniture attachment won't stay on.-Heavier than it seems.-Cord is indeed about 6 inches too short, which I could handle given the telescopic wand but not with all the rest being problematic.The only thing I can say is that the bag does not fill up as fast for me as others have stated but no wonder - what little it picks up it spits right back out. Hoping the store will take it back.",1.0,Was so excited - but JUNK,1315180800,"09 5, 2011"
AFSDXMAYEQLJR,B001IWMNFY,Paul A. Angelo,"[0, 0]",It does not fit on my ironing board. It looks like it is only for small ironing boards.,1.0,It looks like it is only for small ironing boards,1404345600,"07 3, 2014"
A2ZA9MYCJTO44C,B000UGRAUC,"jmsb ""soy drinker""","[1, 1]","Very unhappy with this product.I like the color and the size but it will not stick to the tub surface even after it was cleaned.It is a smooth surface tub. When you take a shower, it slips and slides all over and not safe for us as we are elderly.",1.0,Bath mat,1389916800,"01 17, 2014"
A344KRWOA8TAO0,B0051XZAA6,Maraya,"[2, 2]","Used once, coating started flaking off right away. Used rubber spatula and kept on medium heat.  Washed with soap and hot water. Would not recommend.",1.0,Used once..,1400889600,"05 24, 2014"
AS1S5UB4CGMFI,B00004RC50,maxie,"[3, 5]",I gave these 1 star only because 0 stars is not an option.  These are not accurate measuring tools.  I expect a measuring cup to actually measure 8 ounces.  These measure slightly over--enough over to change the results of a baking recipe if the measurements are critical.,1.0,Inaccurate--unacceptable,1103068800,"12 15, 2004"
A3UZ6W5MMZVHK7,B008OYP4IM,Matt-Man,"[4, 6]","I liked the idea behind this product, however it does not live up to my expectations. I have tried using them on several occasions, leaving them in my freezer for weeks at a time, using more and more of them but they don't chill whisky as much as a single ice cube even if you use all 9 at once. Sure, the idea is to use the stones so you don't dilute your spirits but for me they don't lower the temperature of the drink enough to be worth the asking price.",1.0,Don't bother,1372896000,"07 4, 2013"
A2T3HS0750AR8X,B0015M7ZMI,kristi,"[0, 0]","Adorable concept for a humidifier for a boys room. It was the only red humidifier I could find, so I ordered it. I was so excited when it arrived. Filled it up and turned it on to test it out.  The Dragon breathes steam from its nostrils, which in turn gets moisture all over everything. Also when you turn it up to high, the water becomes crazy inside and begins to squirt out of the top soaking everything within 2 foot. So, this thing was only up and running about 10 minutes and soaked my bookshelf, the wall, and surrounding carpets. Needless to say, it went back into the box and back to amazon next day. Ordered a second of the Vicks starry night humidifier. Love that one, have had my other one for 2 years and no issues!",1.0,leaked water all over,1370563200,"06 7, 2013"
AJELZ0FE42N2I,B000B649X2,Island Cook,"[0, 0]",Besides going in circles and into adjoining rooms it keeps crashing into stuff. So that would be OK except that it does an inadequate job of its basic function: vacuuming.,1.0,Go away bot,1373587200,"07 12, 2013"
A1RQD9JRFTKHSD,B005QSI4B8,Kindle Customer,"[2, 2]","Was so looking forward to this little baker. Opened the box within minutes of receiving only to find there was no mini cupcake insert.  There were two bundt cake inserts though and the brownie cutter.  On the outside of the box on both flaps is a wee adhesive circle saying its a tamper proof protection.  Our top circle was loose.  Thought nothing of it because our whole shipping box had taken a beating just getting to our home. Maybe the Express box got tossed around during shipping.We are not home now so returning the Express is not an option.  Sent an email to the Express' distributer company asking if I could buy a cupcake insert.  Have not heard back.An update: Just received an email from Nostalga Electrics. Apparently, no one will read your original email because they want the same information already supplied along with saying I have to call a Customer Service Rep using a long distance toll number that can easily cost more than an insert, then MAYBE I can get a ""replacement.""  Amazon now has the unit under review and will only give a refund.  Sigh----",1.0,Did not get what was pictured,1388620800,"01 2, 2014"
AYFNBZRZR4E6P,B0000VYY10,"P. Williams ""Biblio""","[0, 0]",I cannot recommend this product. My husband and I have both cut ourselves trying to dig out the food that gets caught between the blades with every slice of the mezzaluna.,1.0,Not a good buy,1389225600,"01 9, 2014"
A30S8I4CL7RM2B,B000XQHDMY,John P Walker,"[5, 5]","I purchased two of these last summer, one in black and one in white for grinding pepper and salt respectively.  Both have broken within 2 weeks of one another, in the exact same way.  The central hub of the grinding mechanism is attached to the outer rim of the grinder by three small plastic spokes.  After about a year of typical use, these spokes sheared off, which detaches the part that you rotate from the center, and makes the grinder inoperable.  If you're willing to spend $20 to replace this set every year, then these could work for you.  Otherwise, look elsewhere.",1.0,Two have broken after a year,1372550400,"06 30, 2013"
A13V2SYKWU4HA6,B00080FPZW,Arline K.,"[17, 17]","I can't believe anyone found these covers to be effective - makes me wonder if the reviewers are ""plants"" from Norpro.  Like the previous reviewer a few days ago, I think they are worthless.  Upon using each of the different sizes, they immediately curled up.  This causes them to blow off of the food the majority of the time (from the micro's fan, I'm guessing)and just lay on the turntable.  This is due to the gap that now exists when the cover is lying across the container and is curled up instead of lying flat.  The whole purpose of these was to safely cover food to prevent splattering within the micro and to help contain the heat - they do NEITHER!  WHAT a waste of time and money.  I can't believe the positive reviews below.  Just doesn't make sense unless the plastic was of a different grade.  I'm going to return these.",1.0,MAJOR disappointment-waste of money,1181779200,"06 14, 2007"
ABMQTSJL33EDH,B004QJVU78,Jack (NMI) Stecker,"[29, 38]","I just got this a few weeks ago after an Extra Refrigerator/Freezer went out spoiling some food.  It was pretty easy to set up and it works pretty good with some issues.On observation I have is that it's hard to tell when the  remotes are working.  I only saw the one led blink at installation.  Also and I don't know what caused it but when I was moving the sensors at some point the receiver apparently lost the connection to the refrigerator and kept showing a temp of room temperature.  I reset the remote and it had no effect.  I finally reset the receiver and the correct temp now shows.  During this process I discovered that the reset button is the best way to reset it.  First I tried to reset it with the button that is on the other side of a small hole in the back.  The hole is so small you can't reset it with a pen or a paperclip as I have used on other devices a thousand times.  You have to use a pin, needle or a small wire to reset it and I was worried about shorting out something when I did that.Final note:Will I keep it?  YeaWould I recommend it to a friend?  NoWould I buy another?  No.The unit is just not steady enough for me to trust a large sum of money in food to it. Also as others have said the alarm is not loud enough or steady enough to hear it in another part of the house.  The alarm appears to only sound one little bleep every min..UPDATE 2011-09-04Well with out warning the receiver went tango uniform.  Died like the batters were dead.  Tried know good batteries.  So if you look at the original post you will see how it did.  One thing that I also noticed is that it would lose sync with the transmitting thermometers for no reason and hold the old temp value.  Not good MY original rating was a *** but now I'd say * is fair.",1.0,So far I'm pleased with it.  but not in the end.,1310256000,"07 10, 2011"
A2NPXDW0TSSNTC,B0010XGKFU,"Lily C. Baker ""toddler mom""","[0, 0]","These are so flimsy and poorly constructed that just opening them will break them.  The metal spring simply falls off when you depress them.  I bought two-18 packs, and less than a year later, I'm down to two.  Frustrating.I'm easy on them, and use them to hang lingerie and scarves.  A single scarf required 10 hooks to hold it up so the clips wouldn't be too taxed.  Urgh.",1.0,Zero stars,1332633600,"03 25, 2012"
A1ITJWI9QCHL0X,B008BOI676,Randall D. Lind,"[0, 0]","I give 3 stars because the color is much darker then expected due to product photo, They look more like [...]That is why I only give it 3 stars. They also look much thinner then the picture suggest. I got these for my new apartment I am moveing too so time will tell if these will last..UPDATE:After first wash string every where! You be better off going to a dollar store an buying towels then these. I am stuck with these for now but, I will never buy from this company again. They make crappy towels for sure. The lent filter was full for blue string not to mention the ones I had to cut from thee towels. OMG",1.0,Royal Blue is darker then shown,1387324800,"12 18, 2013"
ALR819EYYWX06,B0040QDVL0,azog,"[0, 0]","Broke the very first time I used them. I did superglue them back together, but not worth the time and effort to file for a refund. Basically a waste of money.",1.0,Broke immediately,1367366400,"05 1, 2013"
A3ATCOLQQ6FOGT,B00004S4TP,F. Levi,"[0, 0]","Got this pan yesterday. It worked great the first day, then today I left it on the stove while making crepes for 10 seconds, medium-high... Came back to black particles flying everywhere and the burner was on fire.Needless to say, I am not impressed and I'm on my way to return it...",1.0,Took fire!,1383436800,"11 3, 2013"
A2FI5V5WNIZL66,B003B670IU,"ARIGATO ""ARI""","[0, 0]","THIS DEVICE IS HORRIBLE. IT IS VERY DIFFICULT TO PULL THE BLADE DEVICE AND WHEN I WAS ABLE TO IT RESULTED IN THE FOOD GETTING STUCK ON OR UNDER THE BLADES AND DID NOT DO THE JOB IT WAS DESIGNED TO DO. THE CHOP CHOP, AT LEAST FOR ME, WAS USELESS.",1.0,HORRIBLE CHOP CHOP,1366761600,"04 24, 2013"
A3421REGVEYXE6,B000M8JA6U,Nancy K. Irey,"[1, 1]","This has to be one of the worst purchases I've ever made.  Looked and sounded good on the site - actual bathmat is smaller, thinner and a total disappointment.  Would not recommend others waste their money on this item.",1.0,Microfiber Bathmat,1313020800,"08 11, 2011"
A3EJBNMM7J96UZ,B0000TN7ME,Keith E. Barber,"[3, 5]","If they put the instructions on the outside of the box rather than inside, I doubt many people would buy it. I certainly would not. This is not a simple device. It requires excessive cleaning and maintenance in order to get it to work, sort of, sometimes, and maybe. There are instructions for daily cleaning (absolutely be sure to do it or the unit will definitely not work) for weekly cleaning (which actually has to be done every 2 or 3 days, takes a long time, requires a gallon of vinegar and some bleach) and end of season cleaning (which I will probably condense into a trip to the trash bin and may not even wait until the end of the season.) It basically accomplishes what our mothers and grandmothers did with an old sauce pan and the kitchen stove or a buffet warmer and a can of Sterno. The difference is this doesn't work with any predictability. Sometimes add some salt, but don't add too much salt or it won't work at all. And sometimes if you add any salt it will not work. The problem seems to be that they tried to design a simple product for home use and failed. But instead of admitting failure and moving on, they went ahead and manufactured this loser of a product and put it on the retail market without warning the customer.",1.0,"A lot of effort for spotty performance, definiately not worth it!",1355529600,"12 15, 2012"
AZGHGA52NEBFA,B003PWK2A8,courtney,"[9, 13]","We've had this on our young son's bed for about 10 months.  It's been washed a handful of times.  It is NOT waterproof!!  If you are looking for a waterproof mattress pad to protect while a child is potty training, DO NOT use this one.  Spend your money on a better one.  We now have to replace the mattress.",1.0,NOT Waterproof!!!,1368662400,"05 16, 2013"
A3QOCOKPZN915V,B002MKORUU,"keeting ""zerak""","[0, 2]","This was a great cheese slicer, but the wire broke after about 6 months.  Replacement wires with parts are available directly from the manufacturer, but try figuring out how to actually replace it. Gave up and threw the whole thing in the trash.",1.0,go figure,1356220800,"12 23, 2012"
A364WOFFLB5V4Z,B000FFILQU,"L. Hinton ""L. Hinton""","[3, 3]","Purchased a Bunn so we could get hot, good coffee.  This was a huge disappointment - sometimes the coffee was ""ok""....which is about the nicest thing I can say.  Several times the coffee came out muddy and barely warm.  I ended up using nearly twice as much coffee as we use in the Cuisinart (we keep 2 coffee makers as one drinks regular and one drinks decaf) and still the coffee was muddy and weak. Amazon was incredible though - I was issued a full refund immediately.  In the future I will not hesitate to buy anything through Amazon!",1.0,Not what I expected,1305331200,"05 14, 2011"
A1XY46Y032Y3IP,B0000CFLIY,Kindle Customer,"[0, 0]","Be careful when ordering these filters.  Take a good look at the filter in your fryer first.  The Presto Cool Daddy 05442 model uses rectangular filters, not these.",1.0,These are not for the 05442 model!,1344124800,"08 5, 2012"
AGVV8D8J4IGRK,B002XYJAGG,D. OCONNELL,"[77, 78]","These mugs were on back-order for months.  I finally received the mugs today and they will be going back.  Very first mug I opened is tarnished, discolored, and the &#34;copper&#34; appears to be missing in some places.  Appears these are copper coated and the rim on the firs one opened is copper in part and then silver on other parts.",1.0,So disappointed,1376611200,"08 16, 2013"
A2SXXGHUDC6OC5,B00B78T8U2,truthseeker,"[0, 4]",Durablity/Quality is QUESTIONABLE on these....i would NOT recommend this product and would definitely NOT buy again!  Look elsewhere if you value quality...,1.0,Would Not Recommend,1389484800,"01 12, 2014"
A908XMGA1HLT6,B000H7O3QS,Michelle M. Schroeder,"[0, 0]","This is not an easy-to-use product. It does not peel nor glide effectively. It was very choppy and hard when going over my potatoes and carrots, leaving bits of skin on the potato. I had to go over areas several times to get a completely peeled potato. You really have to use strength to get this to glide over the product. Futher, it is NOT ergonomically efficient as is a traditional hand-held peeler. This won't allow you to hold your product over the sink and just peel quickly because this peeler does not allow you to hold your product in the traditional manner. You have to put the potato on the counter upright and peel downwards and then try and hold it a different way to get what's left on the ends! Oh man, what a chore! I bought several peelers in a quest to find the right one. The &#34;OXO Good Grips Pro Swivel Peeler&#34; is awesome people! I would buy that or a traditional steel one. But the OXO has an awesome, big handle with an awesome grip and is sturdy. I preferred it over a steel one (which I have). It is the best peeler I've used. The Kuhn Rikon does not compare whatsoever!",1.0,Does not peel nor glide effectively. Does not compare to my OXO Good Grip!,1404000000,"06 29, 2014"
A1DEI430YIR592,B001GMAEIE,Chrispy,"[1, 2]",I am so dissapointed in the glowing reviews for this knife. They caused me to waste my money! This is my first experience on Amazon whereas the quality of a product was so different from the quality claimed by the majority of reviews. They were sharp for the first week maybe! Quickly dulled out. Tonight my girlfriend told me two of them were rusting. So that compelled me to write this review (and catch up on other reviews). We are throwing them away. For now I will go back to my trusty ginsu serrated edge knives... shame on you reviewers!,1.0,Beware of the good reviews!,1332288000,"03 21, 2012"
A2D2KF89QDCS2Q,B00192BO7Q,J. Hall,"[0, 0]","I purchased these in order to protect the inside of an electric roaster I recently purchased.  I lined a pan with this and put it inside the roaster.  While the roaster was pre-heating, the part of the liner that touched the roaster itself melted!  I looked closer and part of it was also melting to the pan I lined.  SERIOUSLY?!?!?  So I have a bunch of pan liners and I guess I'll need to think of some kind of craft project to use them for, because they are NOT helping in the kitchen.",1.0,ugh,1388016000,"12 26, 2013"
A7OC4UTCOBNGZ,B0050EF6RS,M. McEwen,"[3, 4]","Too bad, it became cracked and broken. Maybe it was because my fridge got too cold? Either way, I had to throw it away, which is a shame. I will buy an OXO one instead since I have had many of their products last a long time.",1.0,Plastic cracked and broke after only 7 months,1347667200,"09 15, 2012"
ABM1ZGQ9TAEM,B005M8Y3WQ,"TK ""TK""","[4, 7]",Hate it.  Hard to seal.  leaks sugar out. If you had arthritis or something you would not be able to close this.,1.0,Hate it!  I will probably donated it to Disabled American Vets!,1344902400,"08 14, 2012"
AWF1EUF0FVWTX,B00092ZWWU,"C. Kolenko ""Buffalo Gal""","[33, 38]",I wonder has anyone else had this problem.  I purchased about a year ago & was excited that this could be used in a hotter oven.  I was using the other day in a 425 degree oven when I heard a noise & was shocked to see that it has split about halfway & all the way through. I now had two approximately equal pieces. Would really like to hear if this is just a freak occurence.,1.0,Happy until item cracked in half in oven,1292803200,"12 20, 2010"
A26I21NALJC4TV,B000QTYGPA,readerwriter,"[6, 6]","These are nice looking mugs and the large capacity is great, but they aren't microwave friendly. I like to warm about two ounces of milk in the microwave before pouring in my coffee, but even filled with that small amount the handle gets too hot to touch.",1.0,Not for the microwave,1324252800,"12 19, 2011"
AKJ6CB76PLQ59,B00B3YJHEC,Andrea Smith,"[2, 3]","good idea but it didn't work for me. Interesting that the other reviews were all positive, so I'm not sure what I was doing differently. I understand you can use a water bottle and there are plenty of videos on youtube. I just wanted something prettier for the kitchen and this was cheap enough. But I think they made mouth area too big, and maybe with the wrong shape. It will take up the yolks, but even my large egg yolks kept wanting to fall back out and I had to work to keep the yolk in the gadget to get it to another bowl. I got my money back and amazon said I could keep it, but I just threw it out. This company should just redesign the shape of it maybe along the lines of a water bottle's shape, and then it could be a good item. I'll just go back to my old method for now of cracking the egg into a bowl and pulling out the yolks with my fingers.",1.0,for me the yolks tended to slip back out,1384300800,"11 13, 2013"
A3GV8RTBWT5E34,B008YEXC22,Gretchen S.,"[1, 1]","This was a gift, not purchased through Amazon, but I came here to see if I would be able to get a new insert, only to find that it's probably not worth it -- even if I can get a replacement insert without the receipt, I can expect the replacement to have the same problems.We had been babying this because we knew it has teflon, using only silicone and wood utensils and even being careful about stirring with those, yet after only about six or seven uses the teflon has started to flake off in several places, ruining a batch of food. I have never seen a teflon pan degrade this quickly, and I have seen some pretty bad teflon pans.I liked it pretty well up until then; it's quirky but it behaved more or less as expected, and I really wanted a slow cooker where I didn't first have to brown the onions or whatever in a skillet and dump it into the cooker, but where I could brown directly in the insert. After seeing this horrible behavior I'm not interested in buying anything else with a nonstick coating from Cuisinart again, and I'll be checking reviews very carefully on any electronics, because while the electronics functioned they were not the most intuitive. Without the teflon failure I think it would have gotten a solid 4 if the electronics had worked for a year or two, but the teflon failure is a complete show-stopper.",1.0,Liked it until the teflon flaked despite proper use,1400371200,"05 18, 2014"
A2FKXKW2Z6DUT,B00004SU35,J. M. Nelson,"[2, 14]","No matter how well it works, I gIve it the lowest rating available on ethical grounds.The package, the ads, an the instructional enclosure it tout ""FREE"" stuff, BUT, when you register, to get your FREE stuff, you must pay $5.15.Not much money, but, then, not FREE, as implied.There is a footnote in their enclosure that ""clarifies"" what they mean by ""Free,"" but the type is small enough to be written on the edge of a dime, and two lines would fit the edge of a nickel. Legal, perhaps, but not what I would consider open and honest regarding their intent.This is unethical and perplexing on many levels, and certainly an insult to customers.On a positive note, it works quite well. Though the mechanism appears a bit fragile, careful handling should enable it to last quite a while. The thin, aluminum pot does have the advantage of transferring heat quickly yet not retaining heat, so a medium high heat source enables one to pop corn without scorch or even discoloration. As others have suggested, and as recommended by the maker, avoid high heat. I would further suggest erring on the low side and working up to an effective level for your heat source.",1.0,Illiterate or duplicitous?,1351641600,"10 31, 2012"
A2H4CPDOGL18S0,B0047E0EII,Likes quality,"[29, 32]","Please note that this product DOES NOT WORK WITH ALL BANANAS.  Instead of getting 8 or 9 bite-size chunks, I get 2 or 3 very long, thin pieces.  I've become a laughingstock at business meetings.",1.0,"Not ""Universal""",1358380800,"01 17, 2013"
AIZFKECJ9D3W1,B00020R0VK,Yoval Gush-halav,"[1, 5]","I spent a week going over reviews and searching for the right coffee maker. I did pick this, and several reason's it's going back! VERY small, did I say ,small, pot, it will make about 2 if your lucky 3 large coffee mugs of coffee. The water indicator was on the left, and you pour the coffee in the right side! I used my old crafe to put 10 cups of water into this and it was all the way to 12 cups on this one and I still had water left in my crafe! I then brewed a pot with the amount of water I put in the resivore, and when I went to pour a cup, I had coffee all over the counter and floor, the resivore took more water then the crafe!!!! The crafe lid is EXTREMELY small and next to impossible to get off.I think I am headed to a Cuisinart! Good Luck!",1.0,Braun KF600 Impressions /Absolutely hate it!,1189123200,"09 7, 2007"
A2MXKKAORAMZYW,B000TYBWIG,D.,"[10, 12]","I tried making waffles in this waffle maker several times with different recipes, but nothing helped. The waffles don't look good, almost always undercooked inside but overcooked outside. You need to hold the handles to create pressure that allows the waffle to rise because it is not heavy enough on its own or has the option to lock it when it's closed.The handles are also getting very hot with time and almost impossible to touch.",1.0,Unusable,1264809600,"01 30, 2010"
A1CVT69MMATGFK,B000MMRNKQ,"VulcanJedi ""transcender""","[0, 0]",Came assembled with wire preassembled and thus obviously it was broken upon arrival. One end that has a nub on it was broken and the two spares would not fit whatsoever. The marble where the swing are is bored still had a ton of residue that got all over me when trying to resolve. What a PITA. Disappointed.,1.0,This  is awful,1339459200,"06 12, 2012"
A3M2WW0PO34B94,B00BGR7PJA,thornhillatthemovies.com,"[0, 1]","This baster is different in some ways from other basters I have used, but not different in a very important way.The bellows has a large wire spring in it, which makes it difficult to use. You have to press down from the top, pressing the spring down, contracting it.The tip is made out of rubber and angled. It also has a cleaning brush.Those are the good points, making it a little unusual.After you depress the bellows, it fills the baster, but slowly, very slowly. It also doesn't fill completely, as promised.The cleaning brush is a nice touch, but it is just the type of thing to get lost or misplaced, most likely just as you need it.Having used many basters that drip, I was interested to see the 'no drip tip' on this product. I would love to use a baster and not drip juice and fat on my oven, making a mess. But this unit drips as well.For every good point, there is bad and it doesn't do the two most important things it promises - it doesn't fill completely and it drips.Failure.",1.0,Failure - Does not do the two most important things it promises,1383004800,"10 29, 2013"
A2ROJN4R19CL69,B000H97QIS,Ann,"[0, 0]",Don't buy made in China Tea Rose please! The pieces get dark grey scratches in just a few months and the patterns start to fade out.Made in the USA last and look new after years of use.,1.0,Beware....  Tea Rose made in China is substandard and won't hold up well!,1404518400,"07 5, 2014"
